gender,age,under_30,senior_citizen,partner,dependents,number_of_dependents,married,total_population,phone_service_x,internet_service_x,online_security,online_backup,device_protection,premium_tech_support,streaming_tv,streaming_movies,streaming_music,internet_type,contract,paperless_billing,payment_method,monthly_ charges,avg_monthly_long_distance_charges,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,tenure,multiple_lines,avg_monthly_gb_download,unlimited_data,offer,referred_a_friend,number_of_referrals,satisfaction_score,cltv,churn_value
Male,76,No,Yes,Yes,No,0,Yes,11191,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL,Two Year,Yes,Credit card (automatic),64.45,0.0,4641.1,0.0,0,0.0,4641.1,72,No,9,Yes,No Offer,Yes,9,5,5295,0
Female,77,No,Yes,No,No,0,No,9278,No,Yes,No,Yes,No,Yes,Yes,No,No,DSL,Month-to-Month,Yes,Electronic check,43.85,0.0,2751.0,0.0,30,0.0,2781.0,64,No,21,No,No Offer,No,0,5,6055,0
Female,78,No,Yes,No,No,0,No,48690,Yes,Yes,No,Yes,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,74.7,21.09,1294.6,0.0,20,379.62,1694.22,18,No,18,No,Offer D,No,0,4,3896,0
Female,79,No,Yes,Yes,No,0,Yes,5513,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Fiber Optic,One Year,Yes,Bank transfer (automatic),115.6,43.71,6431.05,0.0,0,2360.34,8791.39,54,Yes,12,Yes,Offer B,Yes,2,3,4337,0
Male,66,No,Yes,Yes,No,0,Yes,10558,No,Yes,No,Yes,Yes,No,No,Yes,No,DSL,Month-to-Month,Yes,Electronic check,45.3,0.0,2651.2,40.95,0,0.0,2610.25,58,No,24,Yes,Offer B,Yes,6,1,5444,1
Female,52,No,No,Yes,No,0,Yes,299,Yes,No,No,No,No,No,No,No,No,No,One Year,No,Bank transfer (automatic),20.5,44.73,79.05,0.0,0,178.92,257.97,4,No,0,No,No Offer,Yes,8,5,3233,0
Male,58,No,No,No,Yes,1,No,274,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Electronic check,105.85,20.93,5826.65,0.0,10,1130.22,6966.87,54,No,11,No,No Offer,No,0,4,5915,0
Female,73,No,Yes,No,No,0,No,28450,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Fiber Optic,Two Year,Yes,Credit card (automatic),99.65,34.36,6951.15,3.33,0,2439.56,9387.38,71,Yes,13,Yes,Offer A,No,0,4,4241,0
Female,34,No,No,No,No,0,No,6822,Yes,Yes,Yes,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,78.3,35.8,909.25,0.0,0,429.6,1338.85,12,Yes,25,Yes,Offer D,No,0,1,3545,1
Male,50,No,No,Yes,Yes,2,Yes,5935,Yes,No,No,No,No,No,No,No,No,No,One Year,No,Bank transfer (automatic),20.25,37.7,488.25,0.0,0,829.4,1317.65,22,No,0,No,Offer D,Yes,1,3,3339,0
Male,28,Yes,No,No,No,0,No,25068,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Fiber Optic,One Year,Yes,Electronic check,99.0,6.42,4298.45,0.0,0,269.64,4568.09,42,Yes,48,Yes,Offer B,No,0,3,2887,0
Male,26,Yes,No,No,Yes,3,No,24492,Yes,No,No,No,No,No,No,No,No,No,One Year,No,Credit card (automatic),20.05,17.3,552.9,0.0,0,467.1,1020.0,27,No,0,No,No Offer,No,0,3,2400,0
Female,23,Yes,No,Yes,No,0,Yes,18068,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,DSL,Month-to-Month,Yes,Bank transfer (automatic),69.45,44.06,1614.05,0.0,0,1057.44,2671.49,24,No,59,Yes,Offer C,Yes,8,5,4208,0
Female,33,No,No,No,Yes,2,No,1689,No,Yes,No,Yes,No,Yes,Yes,No,No,DSL,Two Year,No,Mailed check,45.25,0.0,2933.95,0.0,0,0.0,2933.95,65,No,25,Yes,No Offer,No,0,5,5712,0
Male,42,No,No,No,No,0,No,7503,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed check,19.35,44.34,46.35,0.0,0,88.68,135.03,2,No,0,No,No Offer,No,0,3,5863,0
Male,33,No,No,No,No,0,No,460,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,DSL,Two Year,No,Credit card (automatic),53.35,0.0,3090.05,0.0,100,0.0,3190.05,57,No,28,No,No Offer,No,0,4,5461,0
Female,45,No,No,No,No,0,No,17147,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Electronic check,101.1,27.97,4674.4,0.0,0,1286.62,5961.02,46,Yes,22,Yes,Offer B,No,0,4,4883,0
Male,27,Yes,No,Yes,Yes,2,Yes,24169,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Fiber Optic,One Year,Yes,Electronic check,93.65,36.08,4520.15,33.13,0,1767.92,6254.94,49,Yes,59,Yes,No Offer,Yes,7,3,5542,0
Female,57,No,No,No,No,0,No,21010,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cable,Two Year,Yes,Bank transfer (automatic),84.85,41.74,5459.2,0.0,0,2713.1,8172.3,65,No,17,Yes,No Offer,No,0,4,5434,0
Male,45,No,No,Yes,No,0,Yes,223,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Fiber Optic,Two Year,No,Bank transfer (automatic),84.6,1.07,5706.2,0.0,0,74.9,5781.1,70,No,21,Yes,Offer A,Yes,3,3,5679,0
Female,45,No,No,No,No,0,No,8692,Yes,No,No,No,No,No,No,No,No,No,One Year,No,Credit card (automatic),20.25,18.57,383.65,0.0,0,352.83,736.48,19,No,0,No,No Offer,No,0,4,5586,0
Male,19,Yes,No,No,No,0,No,53510,Yes,No,No,No,No,No,No,No,No,No,Two Year,Yes,Credit card (automatic),19.9,6.26,1022.6,0.0,0,306.74,1329.34,49,No,0,No,Offer B,No,0,3,5240,0
Female,35,No,No,No,No,0,No,23362,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,98.75,37.69,2407.3,0.0,0,904.56,3311.86,24,Yes,18,Yes,No Offer,No,0,1,4016,1
Female,42,No,No,No,No,0,No,13386,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,DSL,Two Year,Yes,Credit card (automatic),85.35,18.47,5897.4,0.0,0,1274.43,7171.83,69,Yes,28,Yes,Offer A,No,0,3,6499,0
Male,70,No,Yes,No,No,0,No,350,Yes,Yes,No,No,No,No,Yes,Yes,No,Fiber Optic,Two Year,No,Electronic check,89.95,48.46,1648.45,0.0,0,969.2,2617.65,20,No,23,Yes,Offer D,No,0,4,4812,0
Male,32,No,No,No,No,0,No,44556,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,74.35,14.02,74.35,0.0,0,14.02,88.37,1,Yes,2,Yes,No Offer,No,0,1,2814,1
Male,57,No,No,Yes,Yes,3,Yes,43684,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,DSL,One Year,No,Electronic check,85.45,23.41,6300.85,0.0,0,1662.11,7962.96,71,Yes,53,Yes,Offer A,No,0,4,5280,0
Male,50,No,No,No,No,0,No,21911,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,No,Electronic check,20.65,1.47,20.65,0.0,0,1.47,22.12,1,No,0,No,Offer E,No,0,5,2729,0
Male,42,No,No,Yes,Yes,3,Yes,25751,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Bank transfer (automatic),112.25,11.66,8041.65,0.0,0,839.52,8881.17,72,Yes,28,Yes,Offer A,Yes,2,4,4099,0
Female,80,No,Yes,No,No,0,No,38181,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,DSL,Two Year,Yes,Credit card (automatic),70.2,29.12,4481.0,0.0,0,1863.68,6344.68,64,No,24,Yes,Offer B,No,0,1,6080,1
Female,48,No,No,No,No,0,No,21343,Yes,Yes,No,No,No,No,No,No,No,DSL,One Year,No,Bank transfer (automatic),45.05,33.6,2462.6,0.0,0,1848.0,4310.6,55,No,5,Yes,No Offer,No,0,3,4055,0
Female,68,No,Yes,No,No,0,No,17621,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,88.55,21.57,179.25,0.0,0,43.14,222.39,2,Yes,28,Yes,No Offer,No,0,1,3685,1
Male,52,No,No,Yes,No,0,Yes,30458,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,No,Mailed check,95.15,1.51,1779.95,10.17,0,27.18,1796.96,18,No,28,Yes,No Offer,Yes,6,3,4643,1
Female,41,No,No,Yes,Yes,3,Yes,14814,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,93.8,27.23,4539.35,0.0,0,1388.73,5928.08,51,Yes,75,Yes,No Offer,Yes,9,3,5457,0
Female,24,Yes,No,Yes,No,0,Yes,14931,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Credit card (automatic),110.65,41.21,8065.65,0.0,0,2967.12,11032.77,72,Yes,73,Yes,Offer A,Yes,5,4,4259,0
Female,64,No,No,Yes,Yes,5,Yes,6277,Yes,Yes,No,No,Yes,Yes,No,No,No,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),81.5,40.68,3107.3,0.0,0,1586.52,4693.82,39,No,76,Yes,Offer C,Yes,7,5,2042,0
Male,19,Yes,No,Yes,Yes,3,Yes,23444,Yes,Yes,No,No,No,No,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,81.05,36.32,81.05,0.0,0,36.32,117.37,1,No,85,Yes,No Offer,Yes,1,5,4396,0
Female,48,No,No,Yes,No,0,Yes,481,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Electronic check,110.75,39.74,7751.7,0.0,0,2861.28,10612.98,72,Yes,5,Yes,No Offer,Yes,1,4,4848,0
Male,65,No,Yes,No,No,0,No,28201,Yes,Yes,No,No,No,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,79.1,42.3,79.1,0.0,0,42.3,121.4,1,No,16,Yes,No Offer,No,0,3,5001,1
Female,19,Yes,No,Yes,No,0,Yes,4354,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Fiber Optic,One Year,No,Bank transfer (automatic),93.7,10.21,5860.7,0.0,0,622.81,6483.51,61,No,69,Yes,No Offer,No,0,3,4300,0
Male,63,No,No,No,No,0,No,34045,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit card (automatic),20.45,44.53,237.3,0.0,0,489.83,727.13,11,No,0,No,Offer D,No,0,4,2642,0
Female,20,Yes,No,Yes,No,0,Yes,7324,Yes,Yes,No,Yes,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),77.75,23.45,4266.4,0.0,0,1289.75,5556.15,55,Yes,53,Yes,No Offer,Yes,3,3,4621,0
Female,25,Yes,No,No,Yes,2,No,191,Yes,Yes,Yes,No,No,No,No,No,No,DSL,Month-to-Month,No,Mailed check,57.65,17.51,992.7,0.0,0,315.18,1307.88,18,Yes,30,Yes,Offer D,No,0,3,3425,0
Female,76,No,Yes,Yes,No,0,Yes,21990,Yes,Yes,Yes,No,No,No,No,Yes,No,Fiber Optic,Two Year,Yes,Electronic check,83.45,3.42,3147.15,24.98,0,129.96,3252.13,38,No,15,Yes,No Offer,No,0,3,2768,0
Female,31,No,No,Yes,No,0,Yes,28900,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Cable,Two Year,No,Mailed check,58.65,0.0,4145.25,0.0,0,0.0,4145.25,71,No,8,Yes,Offer A,Yes,3,4,4151,0
Male,36,No,No,Yes,No,0,Yes,23146,Yes,Yes,No,Yes,Yes,No,No,No,No,Cable,Month-to-Month,Yes,Mailed check,54.75,19.0,445.85,0.0,0,152.0,597.85,8,No,8,Yes,Offer E,Yes,10,3,4099,0
Female,45,No,No,No,Yes,3,No,455,Yes,Yes,Yes,No,No,No,No,Yes,Yes,DSL,Month-to-Month,No,Electronic check,64.8,42.45,1166.7,0.0,0,764.1,1930.8,18,Yes,28,Yes,Offer D,No,0,4,2466,0
Male,39,No,No,Yes,No,0,Yes,439,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),74.9,34.63,1107.25,0.0,0,519.45,1626.7,15,Yes,15,Yes,Offer D,Yes,1,2,2510,1
Male,70,No,Yes,Yes,Yes,1,Yes,7435,Yes,Yes,No,Yes,Yes,No,No,No,No,Fiber Optic,Two Year,Yes,Electronic check,84.65,20.31,5683.6,0.0,0,1381.08,7064.68,68,Yes,13,Yes,Offer A,Yes,1,3,6404,0
Male,53,No,No,Yes,No,0,Yes,899,Yes,Yes,No,No,Yes,No,No,No,No,DSL,Month-to-Month,Yes,Mailed check,50.0,23.16,1474.9,0.0,0,694.8,2169.7,30,No,6,Yes,Offer C,Yes,10,4,4715,0
Female,31,No,No,Yes,No,0,Yes,19109,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL,Two Year,No,Credit card (automatic),86.45,31.15,5950.2,0.0,0,2180.5,8130.7,70,No,5,Yes,Offer A,No,0,4,5950,0
Male,44,No,No,No,Yes,3,No,79736,Yes,Yes,No,No,Yes,No,No,No,No,DSL,Month-to-Month,Yes,Electronic check,49.85,42.55,49.85,0.0,0,42.55,92.4,1,No,25,Yes,Offer E,No,0,4,5323,0
Female,53,No,No,Yes,Yes,3,Yes,909,Yes,No,No,No,No,No,No,No,No,No,Two Year,No,Mailed check,21.0,38.51,1210.3,0.0,0,2118.05,3328.35,55,No,0,No,Offer B,Yes,8,3,5046,0
Male,26,Yes,No,Yes,Yes,2,Yes,38885,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Fiber Optic,Two Year,No,Credit card (automatic),103.95,45.93,7517.7,0.0,0,3306.96,10824.66,72,Yes,30,Yes,Offer A,Yes,1,3,4495,0
Female,51,No,No,No,No,0,No,49657,Yes,Yes,Yes,Yes,No,No,No,No,No,Cable,Month-to-Month,No,Electronic check,56.05,44.11,1522.65,0.0,110,1235.08,2867.73,28,No,15,No,Offer C,No,0,3,4468,0
Male,54,No,No,No,Yes,1,No,21510,Yes,No,No,No,No,No,No,No,No,No,Two Year,Yes,Credit card (automatic),25.85,2.65,788.55,0.0,0,71.55,860.1,27,Yes,0,No,No Offer,No,0,5,2682,0
Female,33,No,No,No,No,0,No,911,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,DSL,Month-to-Month,Yes,Bank transfer (automatic),65.8,1.22,1679.65,29.29,0,30.5,1680.86,25,No,10,Yes,No Offer,No,0,5,3962,0
Male,76,No,Yes,Yes,No,0,Yes,43467,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Fiber Optic,One Year,Yes,Bank transfer (automatic),93.65,2.21,4839.15,0.0,0,112.71,4951.86,51,Yes,10,Yes,Offer B,Yes,7,4,4163,0
Male,24,Yes,No,No,No,0,No,7309,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit card (automatic),21.1,34.02,385.55,0.0,0,578.34,963.89,17,No,0,No,No Offer,No,0,3,2842,0
Male,22,Yes,No,Yes,Yes,1,Yes,2743,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Fiber Optic,One Year,No,Bank transfer (automatic),100.55,28.34,7113.75,16.99,0,2012.14,9108.9,71,Yes,59,Yes,Offer A,Yes,1,5,5876,0
Male,55,No,No,No,No,0,No,364,Yes,No,No,No,No,No,No,No,No,No,One Year,No,Mailed check,19.8,41.52,607.7,0.0,0,1328.64,1936.34,32,No,0,No,Offer C,No,0,4,4636,0
Female,69,No,Yes,No,No,0,No,2502,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Fiber Optic,Two Year,Yes,Bank transfer (automatic),95.45,32.41,6223.3,0.0,0,2106.65,8329.95,65,Yes,21,Yes,No Offer,No,0,4,4168,0
Male,19,Yes,No,No,No,0,No,48690,No,Yes,No,No,Yes,No,Yes,No,No,DSL,Month-to-Month,Yes,Mailed check,40.15,0.0,130.75,0.0,0,0.0,130.75,3,No,26,Yes,No Offer,No,0,3,4710,1
Female,49,No,No,Yes,No,0,Yes,17721,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,DSL,One Year,Yes,Bank transfer (automatic),66.5,32.02,2728.6,0.0,0,1312.82,4041.42,41,No,28,Yes,No Offer,Yes,1,3,2517,1
Male,33,No,No,Yes,No,0,Yes,240,No,Yes,Yes,No,No,Yes,No,No,No,Cable,Month-to-Month,No,Mailed check,35.1,0.0,101.1,0.0,0,0.0,101.1,3,No,25,Yes,Offer E,Yes,3,3,3610,0
Male,34,No,No,Yes,No,0,Yes,747,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Cable,One Year,No,Mailed check,77.5,17.57,1625.0,18.39,80,368.97,2055.58,21,Yes,14,No,Offer D,Yes,1,2,5353,1
Male,19,Yes,No,Yes,Yes,3,Yes,33122,Yes,No,No,No,No,No,No,No,No,No,Two Year,No,Mailed check,19.35,46.47,278.85,0.0,0,697.05,975.9,15,No,0,No,No Offer,Yes,2,3,2742,0
Female,54,No,No,No,No,0,No,1026,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,DSL,Month-to-Month,Yes,Electronic check,71.95,10.66,923.85,10.47,0,138.58,1051.96,13,No,5,Yes,Offer D,No,0,3,3605,0
Male,60,No,No,Yes,No,0,Yes,62355,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,DSL,Two Year,No,Mailed check,75.55,32.46,2054.4,0.0,0,941.34,2995.74,29,No,7,Yes,No Offer,Yes,7,5,5625,0
Female,70,No,Yes,No,No,0,No,27047,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),84.6,16.85,865.55,0.0,0,168.5,1034.05,10,No,30,Yes,No Offer,No,0,3,3320,1
Female,29,Yes,No,No,No,0,No,34902,Yes,Yes,No,No,No,No,No,No,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,73.85,28.62,511.25,13.03,0,200.34,698.56,7,Yes,26,Yes,No Offer,No,0,3,2473,1
Female,45,No,No,No,No,0,No,52664,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed check,19.05,31.28,157.65,0.0,0,281.52,439.17,9,No,0,No,Offer E,No,0,4,3248,0
Male,33,No,No,Yes,No,0,Yes,425,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Bank transfer (automatic),96.65,28.83,1588.25,0.0,0,490.11,2078.36,17,No,5,Yes,Offer D,Yes,1,5,5228,0
Female,64,No,No,Yes,No,0,Yes,407,Yes,Yes,No,No,No,Yes,Yes,No,No,DSL,One Year,Yes,Bank transfer (automatic),64.85,12.98,2908.2,0.0,0,558.14,3466.34,43,Yes,8,Yes,No Offer,Yes,6,3,4000,0
Male,67,No,Yes,Yes,No,0,Yes,40239,Yes,Yes,No,No,No,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),80.45,26.99,583.45,0.0,0,215.92,799.37,8,No,2,Yes,No Offer,Yes,2,1,3443,1
Male,24,Yes,No,No,No,0,No,614,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed check,18.95,27.54,110.15,0.0,0,165.24,275.39,6,No,0,No,No Offer,No,0,4,5920,0
Male,57,No,No,No,No,0,No,31297,Yes,No,No,No,No,No,No,No,No,No,One Year,No,Electronic check,24.9,2.58,1334.0,0.0,0,144.48,1478.48,56,Yes,0,No,No Offer,No,0,3,5327,1
Female,19,Yes,No,No,No,0,No,10159,Yes,Yes,No,No,No,No,No,Yes,Yes,Cable,Month-to-Month,Yes,Electronic check,60.15,33.48,60.15,0.0,20,33.48,113.63,1,Yes,59,No,Offer E,No,0,3,4611,1
Male,54,No,No,Yes,Yes,2,Yes,87383,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit card (automatic),19.85,23.73,138.85,0.0,0,142.38,281.23,6,No,0,No,Offer E,Yes,8,5,2186,0
Female,19,Yes,No,No,No,0,No,38519,Yes,Yes,No,No,No,No,No,No,No,Cable,Month-to-Month,Yes,Electronic check,50.1,29.13,50.1,0.0,0,29.13,79.23,1,Yes,51,Yes,No Offer,No,0,4,5617,0
Female,78,No,Yes,Yes,Yes,1,Yes,6448,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,DSL,Two Year,Yes,Credit card (automatic),72.6,5.93,4084.35,0.0,140,332.08,4556.43,56,No,19,No,Offer B,Yes,8,4,6357,0
Female,46,No,No,Yes,No,0,Yes,27381,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),95.1,32.72,4060.55,0.0,0,1439.68,5500.23,44,Yes,6,Yes,Offer B,Yes,10,3,2221,0
Male,54,No,No,Yes,No,0,Yes,11213,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),99.05,20.48,4853.75,14.24,0,1003.52,5843.03,49,Yes,22,Yes,Offer B,Yes,1,2,5157,1
Male,80,No,Yes,Yes,No,0,Yes,3499,Yes,Yes,No,No,Yes,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),85.2,29.66,2874.45,0.0,0,1008.44,3882.89,34,No,29,Yes,Offer C,Yes,4,5,5393,0
Female,67,No,Yes,Yes,No,0,Yes,335,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Electronic check,95.1,41.88,2326.05,0.0,0,963.24,3289.29,23,No,12,Yes,No Offer,Yes,1,3,4025,0
Male,46,No,No,No,No,0,No,2078,No,Yes,No,No,No,No,No,No,No,DSL,Month-to-Month,Yes,Electronic check,25.15,0.0,25.15,0.0,0,0.0,25.15,1,No,5,Yes,Offer E,No,0,1,5386,1
Male,35,No,No,No,No,0,No,30933,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,DSL,Two Year,Yes,Bank transfer (automatic),73.9,6.54,3958.25,0.0,0,346.62,4304.87,53,Yes,4,Yes,No Offer,No,0,4,5644,0
Female,42,No,No,Yes,Yes,3,Yes,734,Yes,No,No,No,No,No,No,No,No,No,Two Year,No,Mailed check,24.9,18.21,1859.2,0.0,0,1311.12,3170.32,72,Yes,0,No,Offer A,Yes,5,3,5192,0
Male,35,No,No,Yes,Yes,2,Yes,1254,Yes,Yes,Yes,Yes,No,Yes,No,No,No,DSL,One Year,No,Bank transfer (automatic),64.15,37.57,3491.55,0.0,0,1991.21,5482.76,53,Yes,15,Yes,Offer B,Yes,1,3,5570,0
Female,47,No,No,Yes,Yes,3,Yes,34045,Yes,No,No,No,No,No,No,No,No,No,Two Year,Yes,Bank transfer (automatic),21.3,3.95,1041.8,0.0,0,185.65,1227.45,47,No,0,No,No Offer,Yes,5,4,2861,0
Female,72,No,Yes,Yes,No,0,Yes,22073,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,DSL,Two Year,Yes,Bank transfer (automatic),82.7,37.53,5831.2,0.0,0,2664.63,8495.83,71,Yes,24,Yes,Offer A,Yes,1,3,5089,0
Male,35,No,No,Yes,Yes,1,Yes,34447,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Credit card (automatic),104.45,17.49,7459.0,0.0,130,1259.28,8848.28,72,Yes,12,No,Offer A,Yes,5,5,4750,0
Female,45,No,No,Yes,No,0,Yes,8316,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Fiber Optic,Two Year,Yes,Credit card (automatic),94.6,1.27,5948.7,0.0,0,81.28,6029.98,64,Yes,13,Yes,Offer B,Yes,7,4,5038,0
Female,29,Yes,No,No,Yes,1,No,598,Yes,No,No,No,No,No,No,No,No,No,Two Year,No,Mailed check,20.5,35.45,398.55,24.07,0,673.55,1048.03,19,No,0,No,Offer D,No,0,4,4855,0
Female,62,No,No,No,No,0,No,30852,No,Yes,Yes,Yes,No,No,Yes,No,No,Cable,Month-to-Month,Yes,Electronic check,44.8,0.0,2104.55,0.0,0,0.0,2104.55,48,No,23,Yes,No Offer,No,0,3,2469,0
Male,33,No,No,No,No,0,No,36349,Yes,No,No,No,No,No,No,No,No,No,One Year,Yes,Mailed check,19.45,2.78,69.25,0.0,0,8.34,77.59,3,No,0,No,No Offer,No,0,4,2787,0
Male,71,No,Yes,No,Yes,3,No,47534,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,95.45,11.33,1752.55,45.61,0,203.94,1910.88,18,Yes,52,Yes,Offer D,No,0,2,3179,1
Male,30,No,No,No,No,0,No,14546,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),108.45,5.97,4964.7,0.0,0,268.65,5233.35,45,Yes,73,Yes,No Offer,No,0,3,5093,0
Male,48,No,No,No,No,0,No,13188,Yes,Yes,No,No,No,Yes,No,No,No,DSL,One Year,No,Credit card (automatic),47.85,36.59,2356.75,18.39,0,1866.09,4204.45,51,No,20,Yes,No Offer,No,0,4,4138,0
Male,34,No,No,No,Yes,1,No,6202,Yes,Yes,No,No,No,Yes,No,No,No,DSL,Month-to-Month,Yes,Mailed check,49.9,39.6,49.9,0.0,0,39.6,89.5,1,No,17,Yes,No Offer,No,0,2,3113,1
Female,61,No,No,No,No,0,No,38181,No,Yes,Yes,No,No,No,No,No,No,Cable,Two Year,No,Bank transfer (automatic),31.05,0.0,1126.35,0.0,0,0.0,1126.35,36,No,27,Yes,Offer C,No,0,4,4871,0
Male,20,Yes,No,No,Yes,1,No,23570,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Cable,Month-to-Month,Yes,Mailed check,59.55,41.39,59.55,0.0,0,41.39,100.94,1,No,48,Yes,No Offer,No,0,3,5824,0
Male,50,No,No,Yes,No,0,Yes,12149,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),107.75,29.81,4882.8,0.0,0,1341.45,6224.25,45,Yes,27,Yes,Offer B,No,0,5,3301,0
Female,63,No,No,No,No,0,No,18068,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed check,25.45,5.41,134.75,0.0,0,27.05,161.8,5,Yes,0,No,No Offer,No,0,3,4855,0
Male,79,No,Yes,No,No,0,No,27786,Yes,Yes,Yes,No,No,No,No,No,No,DSL,Month-to-Month,No,Electronic check,54.55,2.45,494.05,0.0,0,22.05,516.1,9,Yes,7,Yes,Offer E,No,0,1,4656,1
Female,45,No,No,Yes,Yes,2,Yes,67411,Yes,No,No,No,No,No,No,No,No,No,Two Year,No,Mailed check,19.75,16.13,210.65,0.0,0,145.17,355.82,9,No,0,No,Offer E,Yes,6,4,2427,0
Female,59,No,No,No,No,0,No,4264,No,Yes,No,Yes,No,No,No,Yes,Yes,Cable,Month-to-Month,Yes,Electronic check,40.35,0.0,1677.85,0.0,0,0.0,1677.85,41,No,21,Yes,Offer B,No,0,5,2454,0
Female,46,No,No,No,No,0,No,40077,Yes,Yes,Yes,No,No,No,No,No,No,Cable,Month-to-Month,Yes,Electronic check,53.65,40.42,404.35,0.0,0,282.94,687.29,7,Yes,17,Yes,Offer E,No,0,4,4389,0
